employee_id,appreciated_id,value_evaluation,type_evaluation,accordance
33,33,4,Уверенный,True
33,33,4,Уверенный,True
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,3,Базовый,False
33,33,3,Базовый,False
33,33,4,Уверенный,True
33,33,4,Уверенный,True
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,4,Уверенный,True
33,33,4,Уверенный,True
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,4,Уверенный,True
33,33,4,Уверенный,True
33,33,5,Экспертный,
33,33,5,Экспертный,
33,33,2,Начинающий,
33,33,3,Базовый,
33,33,3,Базовый,False
33,33,3,Базовый,False
33,33,2,Начинающий,False
33,33,3,Базовый,False
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,3,Базовый,False
33,33,4,Уверенный,True
33,33,4,Уверенный,True
33,33,5,Экспертный,True
33,33,5,Экспертный,
33,33,5,Экспертный,
33,33,5,Экспертный,True
33,33,5,Экспертный,True
33,33,3,Базовый,False
33,33,3,Базовый,False
33,33,4,Уверенный,True
33,33,4,Уверенный,True
33,33,4,Уверенный,
33,33,4,Уверенный,
33,33,4,Уверенный,True
33,33,4,Уверенный,True
33,33,4,Уверенный,
33,33,5,Экспертный,
33,33,5,Экспертный,
33,33,5,Экспертный,
34,33,5,Экспертный,True
34,34,4,Уверенный,False
34,34,4,Уверенный,False
34,34,4,Уверенный,False
34,34,5,Экспертный,True
34,34,4,Уверенный,False
34,34,5,Экспертный,True
34,34,5,Экспертный,True
34,34,4,Уверенный,False
34,34,5,Экспертный,True
34,34,5,Экспертный,True
34,34,5,Экспертный,True
34,34,4,Уверенный,False
34,34,5,Экспертный,True
34,34,5,Экспертный,True
34,34,4,Уверенный,False
34,34,4,Уверенный,False
34,34,3,Базовый,False
34,34,5,Экспертный,False
34,34,4,Уверенный,False
34,34,5,Экспертный,False
34,34,5,Экспертный,True
34,34,5,Экспертный,True
34,34,3,Базовый,False
34,34,5,Экспертный,False
34,34,5,Экспертный,False
34,34,4,Уверенный,False
34,34,4,Уверенный,False
34,34,5,Экспертный,False
34,34,4,Уверенный,False
34,34,3,Базовый,False
34,34,3,Базовый,False
34,34,5,Экспертный,True
34,34,4,Уверенный,False
34,34,5,Экспертный,True
34,34,4,Уверенный,False
34,34,5,Экспертный,True
34,34,5,Экспертный,True
35,34,2,Начинающий,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,4,Уверенный,True
35,35,2,Начинающий,True
35,35,2,Начинающий,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,4,Уверенный,True
35,35,2,Начинающий,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,5,Экспертный,True
35,35,1,Не владеет,False
35,35,1,Не владеет,False
35,35,1,Не владеет,False
35,35,1,Не владеет,False
35,35,2,Начинающий,True
35,35,2,Начинающий,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,4,Уверенный,True
35,35,5,Экспертный,True
35,35,3,Базовый,True
35,35,4,Уверенный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,1,Не владеет,False
35,35,1,Не владеет,False
35,35,1,Не владеет,False
35,35,2,Начинающий,True
35,35,3,Базовый,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,2,Начинающий,True
35,35,2,Начинающий,True
35,35,2,Начинающий,True
35,35,2,Начинающий,True
35,35,3,Базовый,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,2,Начинающий,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,2,Начинающий,True
35,35,2,Начинающий,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,
35,35,5,Экспертный,
35,35,5,Экспертный,
35,35,5,Экспертный,
35,35,5,Экспертный,
35,35,5,Экспертный,
35,35,5,Экспертный,
35,35,5,Экспертный,
35,35,5,Экспертный,
35,35,5,Экспертный,
35,35,2,Начинающий,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,2,Начинающий,True
35,35,2,Начинающий,True
35,35,2,Начинающий,True
35,35,3,Базовый,True
35,35,4,Уверенный,True
35,35,2,Начинающий,True
35,35,3,Базовый,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,4,Уверенный,
35,35,4,Уверенный,
35,35,4,Уверенный,
35,35,4,Уверенный,
35,35,4,Уверенный,
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,3,Базовый,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,4,Уверенный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,4,Уверенный,
35,35,5,Экспертный,
35,35,5,Экспертный,
35,35,5,Экспертный,
35,35,5,Экспертный,
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,5,Экспертный,True
35,35,3,Базовый,
35,35,3,Базовый,
35,35,3,Базовый,
35,35,4,Уверенный,
35,35,5,Экспертный,
35,35,3,Базовый,
35,35,4,Уверенный,
35,35,4,Уверенный,
35,35,4,Уверенный,
35,35,4,Уверенный,
36,35,4,Уверенный,True
36,36,4,Уверенный,True
36,36,4,Уверенный,True
36,36,4,Уверенный,True
36,36,3,Базовый,True
36,36,4,Уверенный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,3,Базовый,True
36,36,4,Уверенный,True
36,36,4,Уверенный,True
36,36,4,Уверенный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,4,Уверенный,True
36,36,4,Уверенный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,3,Базовый,True
36,36,4,Уверенный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,4,Уверенный,True
36,36,4,Уверенный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,3,Базовый,True
36,36,4,Уверенный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,3,Базовый,True
36,36,3,Базовый,True
36,36,4,Уверенный,True
36,36,4,Уверенный,True
36,36,3,Базовый,True
36,36,3,Базовый,True
36,36,4,Уверенный,True
36,36,4,Уверенный,True
36,36,3,Базовый,True
36,36,4,Уверенный,True
36,36,4,Уверенный,
36,36,4,Уверенный,
36,36,3,Базовый,
36,36,4,Уверенный,
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,2,Начинающий,True
36,36,3,Базовый,True
36,36,4,Уверенный,True
36,36,4,Уверенный,True
36,36,4,Уверенный,True
36,36,4,Уверенный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,3,Базовый,True
36,36,4,Уверенный,True
36,36,5,Экспертный,
36,36,5,Экспертный,
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,5,Экспертный,True
36,36,4,Уверенный,
36,36,4,Уверенный,
36,36,3,Базовый,True
36,36,3,Базовый,True
36,36,3,Базовый,
36,36,4,Уверенный,
36,36,4,Уверенный,
36,36,4,Уверенный,
37,36,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,4,Уверенный,True
37,37,2,Начинающий,False
37,37,2,Начинающий,False
37,37,3,Базовый,False
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,4,Уверенный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,4,Уверенный,True
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,4,Уверенный,True
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,2,Начинающий,False
37,37,3,Базовый,False
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,4,Уверенный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,1,Не владеет,False
37,37,2,Начинающий,False
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,1,Не владеет,False
37,37,2,Начинающий,False
37,37,2,Начинающий,False
37,37,2,Начинающий,False
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,2,Начинающий,
37,37,2,Начинающий,
37,37,3,Базовый,
37,37,3,Базовый,
37,37,3,Базовый,
37,37,3,Базовый,
37,37,3,Базовый,
37,37,4,Уверенный,True
37,37,2,Начинающий,False
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,5,Экспертный,True
37,37,2,Начинающий,False
37,37,2,Начинающий,False
37,37,2,Начинающий,False
37,37,2,Начинающий,False
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,4,Уверенный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
37,37,3,Базовый,False
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,5,Экспертный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,3,Базовый,False
37,37,3,Базовый,False
37,37,4,Уверенный,True
37,37,5,Экспертный,True
37,37,3,Базовый,
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,4,Уверенный,True
37,37,3,Базовый,
37,37,4,Уверенный,True
37,37,5,Экспертный,True
37,37,5,Экспертный,True
38,37,3,Базовый,False
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,2,Начинающий,False
38,38,2,Начинающий,False
38,38,2,Начинающий,False
38,38,2,Начинающий,False
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,2,Начинающий,False
38,38,3,Базовый,False
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,2,Начинающий,False
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,4,Уверенный,
38,38,4,Уверенный,
38,38,4,Уверенный,
38,38,4,Уверенный,
38,38,3,Базовый,
38,38,3,Базовый,
38,38,3,Базовый,
38,38,4,Уверенный,
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,2,Начинающий,False
38,38,3,Базовый,False
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,3,Базовый,False
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,2,Начинающий,
38,38,2,Начинающий,
38,38,2,Начинающий,
38,38,2,Начинающий,
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,3,Базовый,False
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,4,Уверенный,True
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,3,Базовый,
38,38,4,Уверенный,
38,38,4,Уверенный,
38,38,4,Уверенный,
38,38,4,Уверенный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,5,Экспертный,True
38,38,4,Уверенный,
38,38,4,Уверенный,
38,38,4,Уверенный,
38,38,4,Уверенный,
38,38,2,Начинающий,
38,38,3,Базовый,
38,38,4,Уверенный,
38,38,4,Уверенный,
39,38,2,Начинающий,False
39,39,2,Начинающий,False
39,39,4,Уверенный,True
39,39,4,Уверенный,True
39,39,3,Базовый,False
39,39,3,Базовый,False
39,39,3,Базовый,False
39,39,3,Базовый,False
39,39,4,Уверенный,True
39,39,4,Уверенный,True
39,39,3,Базовый,False
39,39,3,Базовый,False
39,39,2,Начинающий,False
39,39,3,Базовый,False
39,39,2,Начинающий,False
39,39,3,Базовый,False
39,39,3,Базовый,False
39,39,4,Уверенный,True
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,3,Базовый,False
39,39,4,Уверенный,True
39,39,4,Уверенный,True
39,39,4,Уверенный,True
39,39,2,Начинающий,False
39,39,3,Базовый,False
39,39,3,Базовый,False
39,39,3,Базовый,False
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,4,Уверенный,True
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,3,Базовый,False
39,39,3,Базовый,False
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,3,Базовый,False
39,39,4,Уверенный,True
39,39,2,Начинающий,
39,39,3,Базовый,
39,39,5,Экспертный,
39,39,5,Экспертный,
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,4,Уверенный,True
39,39,4,Уверенный,True
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,4,Уверенный,True
39,39,4,Уверенный,True
39,39,3,Базовый,False
39,39,3,Базовый,False
39,39,3,Базовый,False
39,39,3,Базовый,False
39,39,5,Экспертный,
39,39,5,Экспертный,
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,4,Уверенный,True
39,39,4,Уверенный,True
39,39,5,Экспертный,True
39,39,5,Экспертный,True
39,39,4,Уверенный,
39,39,5,Экспертный,
39,39,3,Базовый,False
39,39,3,Базовый,False
39,39,5,Экспертный,
39,39,5,Экспертный,
39,39,5,Экспертный,
39,39,5,Экспертный,
40,39,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,2,Начинающий,False
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,2,Начинающий,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,1,Не владеет,False
40,40,2,Начинающий,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,2,Начинающий,False
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,2,Начинающий,False
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,2,Начинающий,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,
40,40,4,Уверенный,
40,40,4,Уверенный,
40,40,4,Уверенный,
40,40,4,Уверенный,
40,40,2,Начинающий,
40,40,3,Базовый,
40,40,4,Уверенный,
40,40,4,Уверенный,
40,40,4,Уверенный,
40,40,2,Начинающий,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,2,Начинающий,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,2,Начинающий,False
40,40,2,Начинающий,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,5,Экспертный,
40,40,5,Экспертный,
40,40,5,Экспертный,
40,40,5,Экспертный,
40,40,5,Экспертный,
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,True
40,40,5,Экспертный,
40,40,5,Экспертный,
40,40,5,Экспертный,
40,40,5,Экспертный,
40,40,5,Экспертный,
40,40,3,Базовый,False
40,40,3,Базовый,False
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,True
40,40,4,Уверенный,
40,40,4,Уверенный,
40,40,4,Уверенный,
40,40,4,Уверенный,
40,40,4,Уверенный,
40,40,5,Экспертный,
40,40,5,Экспертный,
40,40,5,Экспертный,
40,40,5,Экспертный,
40,40,5,Экспертный,
41,40,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,4,Уверенный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,3,Базовый,True
41,41,3,Базовый,True
41,41,3,Базовый,True
41,41,3,Базовый,True
41,41,3,Базовый,True
41,41,4,Уверенный,True
41,41,3,Базовый,True
41,41,4,Уверенный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,2,Начинающий,True
41,41,3,Базовый,True
41,41,3,Базовый,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,5,Экспертный,True
41,41,3,Базовый,True
41,41,3,Базовый,True
41,41,4,Уверенный,True
41,41,3,Базовый,True
41,41,4,Уверенный,True
41,41,5,Экспертный,True
41,41,4,Уверенный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,4,Уверенный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,
41,41,5,Экспертный,
41,41,5,Экспертный,
41,41,4,Уверенный,
41,41,4,Уверенный,
41,41,4,Уверенный,
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,4,Уверенный,True
41,41,5,Экспертный,True
41,41,5,Экспертный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,3,Базовый,True
41,41,3,Базовый,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,4,Уверенный,True
41,41,5,Экспертный,
41,41,5,Экспертный,
41,41,5,Экспертный,
41,41,4,Уверенный,True
